#,Data,Área,Indicador,Valor atual,Meta,Status,Impacto,Comentário,Ação pendente,Prazo
552,mês 06/26,MKT,Alcance orgânico,2023.2,2020.2,OK,BAIXO,aguardando definição de budget,Reunião com fornecedor de compliance,09/2026
553,06/06/2026,supply chain,Redução de custo,2481.3,2841.5,Em análise,BAIXO,pode virar oportunidade se estruturado,Investir em capacitação da equipe,25/08/2026
554,Apr/2026,MKT,ROI campanhas,1730.9,2162.2,AMARELO,,aguardando definição de budget,,19-09
555,09/02/2026,mkt digital,ROI campanhas,4423.7,3879.4,Verde,Baixo,aparece nas últimas 3 reuniões de comitê,Preparar defesa da meta pro comitê,02/08/2026
556,mês 05/26,rh/pessoas,,764.6,692.8,crítico,medio,sinal fraco de reversão desde a última medição,Revisar processo de aprovação com Operações,
557,20/01/2026,Marketing,Engajamento social,4909.3,4222.7,Crítico,,aparece nas últimas 3 reuniões de comitê,Trazer dado externo pra benchmark,10/2026
558,Apr/2026,Operações,Taxa de entrega no prazo,2419.5,1895.6,verde,Alto,envolve 3 áreas — precisa dono claro,,Q08 26
559,mês 07/26,Vendas,Volume de vendas,4150.8,4912.8,Amarelo,,envolve 3 áreas — precisa dono claro,Contratar analista sênior pra área,Q06 26
560,mês 06/26,mkt digital,Engajamento social,344.6,262.1,Vermelho,ALTO,auditoria vai voltar em 45 dias,,09/2026
561,Mar/2026,Finance,Custo por unidade,4518.6,3534.7,Em análise,,sinal fraco de reversão desde a última medição,Investir em capacitação da equipe,18/06/2026
562,2026-03-18,COM,Novos clientes,3192.6,3185.5,verde,Baixo,auditoria externa questionou na última visita,Reunião com fornecedor de contratações,
563,05/03/2026,rh/pessoas,Absenteísmo,1242.5,905.3,Amarelo,medio,risco de exposição em relatório trimestral,Revisar processo de aprovação com Operações,
564,Apr/2026,r.h.,Turnover,474.1,549.9,Em atenção,Baixo,envolve 3 áreas — precisa dono claro,Reunião com fornecedor de contratações,19-10
565,mês 06/26,SC,Nível de estoque,3682.6,2831.7,atenção,Baixo,aparece nas últimas 3 reuniões de comitê,Contratar consultoria externa pra diagnóstico,17/06/2026
566,May/2026,FIN,Prazo médio de pagamento,2846.2,2844.6,atenção,Crítico,vinculado a projeto estratégico em curso,Alinhar leitura com par de outra área,11/2026
567,Apr/2026,financeiro,Custo por unidade,1653.0,1166.2,atenção,Médio,aguardando definição de budget,,10/2026
568,2026-01-28,Tecnologia,,2091.6,2660.2,Amarelo,Médio,aparece nas últimas 3 reuniões de comitê,Propor revisão do escopo do projeto,08/11/2026
569,2026-07-14,ti,Uptime crítico,2753.3,3149.2,Alerta,,gerente anterior deixou sem tratamento,Automatizar coleta do dado,
570,Mar/2026,Marketing,Custo por lead,1502.4,1812.2,Crítico,Médio,depende de decisão da matriz,Contratar consultoria externa pra diagnóstico,21/09/2026
571,2026-03-13,supply chain,Nível de estoque,1673.5,2137.6,AMARELO,Baixo,área quer discutir a meta em revisão,Contratar consultoria externa pra diagnóstico,06/08/2026
572,22/04/2026,Sup,Prazo médio de entrega,1759.3,2210.7,AMARELO,,,Contratar consultoria externa pra diagnóstico,03-11
573,2026-02-23,supply chain,OTIF,3968.8,4079.8,Em análise,Médio,vinculado a projeto estratégico em curso,Trazer dado externo pra benchmark,09/2026
574,2026-03-16,Marketing,CAC digital,586.6,444.8,Amarelo,,gerente anterior deixou sem tratamento,,21-10
575,04/04/2026,Recursos Humanos,Índice de acidentes,4240.7,3380.1,Vermelho,Alto,envolve 3 áreas — precisa dono claro,Alinhar leitura com par de outra área,01-07
576,04/06/2026,Marketing,ROI campanhas,3122.6,3189.9,Crítico,crít.,aguardando definição de budget,,
577,mês 03/26,Fin,Fluxo de caixa mensal,455.4,576.5,Vermelho,,aparece nas últimas 3 reuniões de comitê,Propor plano de recuperação de 90 dias,
578,mês 02/26,SC,Redução de custo,3487.6,3039.3,Crítico,ALTO,auditoria vai voltar em 45 dias,Alinhar leitura com par de outra área,07/2026
579,24/02/2026,Recursos Humanos,Tempo médio de contratação,2232.3,2087.2,verde,BAIXO,compromisso assumido pela diretoria em Q3,,Q07 26
580,mês 06/26,T.I.,Uptime crítico,2049.4,2204.5,crítico,crít.,aguardando definição de budget,Contratar consultoria externa pra diagnóstico,23-10
581,,,,,,,,,,
582,2026-07-07,,Produtividade por linha,745.8,934.0,Crítico,Baixo,cliente já sinalizou insatisfação sobre isso,,22-08
583,2026-05-13,mkt digital,CAC digital,2501.3,3203.4,Verde,ALTO,meta pode estar defasada em relação ao mercado,Trazer dado externo pra benchmark,
584,,,,,,,,,,
585,25/03/2026,Mkt,Engajamento social,3281.5,4162.3,AMARELO,ALTO,melhorou nos últimos 2 meses,,
586,15/03/2026,Suprimentos,,2311.8,2118.9,Vermelho,BAIXO,concorrência opera com número melhor,,05/10/2026
587,mês 06/26,,Refugo (%),1347.5,1137.1,em analise,crít.,,Propor plano de recuperação de 90 dias,11-10
588,16/07/2026,Fin,DSO (dias),3459.8,2923.4,Crítico,Crítico,auditoria vai voltar em 45 dias,Propor revisão do escopo do projeto,Q08 26
589,mês 02/26,,ROI campanhas,4001.4,4599.0,em analise,Baixo,pode virar oportunidade se estruturado,Automatizar coleta do dado,
590,mês 01/26,RH,Cobertura de treinamento,3765.5,3981.5,em analise,medio,vinculado a projeto estratégico em curso,Alinhar meta trimestral com direção,
591,Jun/2026,T.I.,Cobertura de backup,721.5,541.4,atenção,Médio,gerente anterior deixou sem tratamento,Escalar pro comitê de Financeiro,18-06
592,,,,,,,,,,
593,28/03/2026,Recursos Humanos,eNPS,3947.1,5016.7,Verde,,gerente anterior deixou sem tratamento,Rodar piloto de 30 dias em 1 filial,
594,2026-07-02,Suprimentos,Nível de estoque,1028.6,1027.4,Crítico,BAIXO,depende de decisão da matriz,Preparar defesa da meta pro comitê,Q06 26
595,mês 04/26,Vendas/Com,CAC,3925.4,4874.0,OK,Baixo,vinculado a projeto estratégico em curso,,
596,11/03/2026,operacoes,Taxa de entrega no prazo,3668.4,3156.4,em analise,Crítico,risco de exposição em relatório trimestral,,
597,,,,,,,,,,
598,May/2026,Compras,Redução de custo,315.3,372.0,crítico,,meta pode estar defasada em relação ao mercado,Rodar piloto de 30 dias em 1 filial,
599,mês 01/26,Ops,OEE,4850.9,6018.5,atenção,crít.,conselho pediu detalhe na reunião de novembro,Redefinir cadência de análise,09/2026
600,Jul/2026,Mkt,Engajamento social,1819.4,1635.7,Crítico,Baixo,pode virar oportunidade se estruturado,Automatizar coleta do dado,
601,2026-06-02,Fin,Margem operacional,1486.2,1864.1,verde,crít.,pode virar oportunidade se estruturado,Propor revisão do escopo do projeto,10/2026
602,mês 02/26,Gestão de Pessoas,Tempo médio de contratação,3050.1,2871.6,Em análise,Crítico,métrica não normalizada — comparação difícil,Trazer dado externo pra benchmark,07/2026
603,mês 07/26,Tecnologia da Informação,Uptime crítico,3692.5,3680.9,Alerta,Baixo,sinal fraco de reversão desde a última medição,,10/2026
604,19/01/2026,Op,Refugo (%),506.9,640.1,Alerta,Crítico,envolve 3 áreas — precisa dono claro,Alinhar leitura com par de outra área,
605,2026-05-22,marketing,CAC digital,3047.5,2659.5,Em atenção,Alto,cliente já sinalizou insatisfação sobre isso,Redefinir cadência de análise,29/09/2026
606,,,,,,,,,,
607,Feb/2026,Gestão de Pessoas,Índice de acidentes,1706.9,1889.1,Alerta,Crítico,sinal fraco de reversão desde a última medição,Revisar processo de aprovação com Marketing,25-08
608,2026-07-03,MKT,Leads qualificados,3371.9,2428.8,Em atenção,Crítico,gerente anterior deixou sem tratamento,Reunião com fornecedor de sistema,18/07/2026
609,2026-06-04,financeiro,Despesa administrativa,3121.5,3945.3,Em atenção,,,Alinhar meta trimestral com direção,
610,Feb/2026,Marketing,CAC digital,1902.7,1820.8,verde,Baixo,métrica não normalizada — comparação difícil,Escalar pro comitê de TI,24/08/2026
611,mês 06/26,Mkt,Engajamento social,3974.3,4576.5,OK,Crítico,cliente já sinalizou insatisfação sobre isso,Preparar defesa da meta pro comitê,15-11
612,2026-05-16,comercial,Taxa de conversão,4258.3,2983.8,em analise,Médio,aparece nas últimas 3 reuniões de comitê,Redefinir cadência de análise,11/2026
613,Jul/2026,Suprimentos,Prazo médio de entrega,3197.8,2689.7,crítico,Baixo,aguardando definição de budget,,14-08
614,Jul/2026,sup.,OTIF,4405.6,3871.2,crítico,Crítico,envolve 3 áreas — precisa dono claro,Renegociar contrato com fornecedor principal,Q09 26
615,2026-02-17,r.h.,,2041.0,1928.7,OK,Crítico,aparece nas últimas 3 reuniões de comitê,Propor revisão do escopo do projeto,05/09/2026
616,mês 04/26,Vendas/Com,Taxa de conversão,4103.5,4348.9,em analise,Crítico,métrica não normalizada — comparação difícil,,10/2026
617,mês 07/26,Controladoria/Fin,Prazo médio de pagamento,1930.7,1584.4,Verde,Médio,métrica não normalizada — comparação difícil,Propor plano de recuperação de 90 dias,Q09 26
618,10/02/2026,Operacional,Refugo (%),4457.6,3913.2,em analise,ALTO,auditoria vai voltar em 45 dias,Trazer dado externo pra benchmark,10/07/2026
619,mês 03/26,Comercial,Churn,905.7,685.6,verde,crít.,compromisso assumido pela diretoria em Q3,Escalar pro comitê de RH,02-09
620,2026-04-01,Marketing,Custo por lead,1093.7,1206.9,ok,,sinal fraco de reversão desde a última medição,Alinhar meta trimestral com direção,
621,Jan/2026,operações,OEE,674.6,831.0,atenção,BAIXO,cliente já sinalizou insatisfação sobre isso,Automatizar coleta do dado,30/10/2026
622,Mar/2026,T.I.,Índice de vulnerabilidades,2952.5,3380.5,crítico,Médio,área quer discutir a meta em revisão,Escalar pro comitê de Suprimentos,Q11 26
623,2026-01-21,marketing,Engajamento social,2772.9,2140.0,AMARELO,Crítico,pode virar oportunidade se estruturado,Rodar piloto de 30 dias em 1 filial,07-10
624,mês 02/26,Controladoria/Fin,Margem operacional,2884.2,2263.6,Em análise,,concorrência opera com número melhor,Investir em capacitação da equipe,
625,Jul/2026,Operações,Produtividade por linha,950.3,1051.5,em analise,Baixo,sinal fraco de reversão desde a última medição,Escalar pro comitê de Operações,
626,10/02/2026,Mkt,Leads qualificados,1853.9,2302.0,Vermelho,BAIXO,,Alinhar leitura com par de outra área,13/07/2026
627,2026-03-03,Vendas/Com,CAC,463.9,602.0,Em atenção,ALTO,auditoria externa questionou na última visita,Alinhar leitura com par de outra área,Q08 26
628,mês 07/26,FIN,Despesa administrativa,4970.9,5314.5,Alerta,crít.,depende de decisão da matriz,Automatizar coleta do dado,Q07 26
629,Mar/2026,ti,Cobertura de backup,4728.4,4852.7,Em análise,,área quer discutir a meta em revisão,Propor plano de recuperação de 90 dias,14-09
630,mês 06/26,Comercial,Pipeline qualificado,3803.5,4730.0,Alerta,BAIXO,área quer discutir a meta em revisão,Contratar analista sênior pra área,01-09
631,2026-03-02,rh/pessoas,Índice de acidentes,2804.0,3084.2,em analise,crít.,meta pode estar defasada em relação ao mercado,Automatizar coleta do dado,11-09
632,16/05/2026,Financeiro,Custo por unidade,4892.2,4722.5,Vermelho,,compromisso assumido pela diretoria em Q3,Escalar pro comitê de Marketing,21/06/2026
633,08/05/2026,Operações,Produtividade por linha,664.1,691.5,Em análise,BAIXO,aparece nas últimas 3 reuniões de comitê,Preparar defesa da meta pro comitê,
634,2026-04-19,Suprimentos,Redução de custo,2791.6,2812.1,Alerta,,,Renegociar contrato com fornecedor principal,08/2026
635,mês 05/26,Compras,Nível de estoque,2423.8,2500.8,AMARELO,crít.,regulatório pode mudar em Q4,Alinhar leitura com par de outra área,02/09/2026
636,mês 05/26,Recursos Humanos,Absenteísmo,1495.5,1658.6,em analise,Crítico,,Definir donos por indicador,10/2026
637,Mar/2026,SC,Nível de estoque,1980.5,2199.2,Verde,Crítico,envolve 3 áreas — precisa dono claro,,04/11/2026
638,mês 02/26,MKT,Leads qualificados,913.8,822.9,Verde,Crítico,risco de exposição em relatório trimestral,Alinhar leitura com par de outra área,04/10/2026
639,2026-02-05,Pessoas,Índice de acidentes,4284.2,4719.2,Vermelho,Médio,auditoria externa questionou na última visita,,
640,19/05/2026,Gestão de Pessoas,Índice de acidentes,4041.6,3289.0,ok,Alto,envolve 3 áreas — precisa dono claro,Redefinir cadência de análise,
641,Apr/2026,IT,Chamados abertos,1194.9,1153.0,atenção,BAIXO,conselho pediu detalhe na reunião de novembro,Renegociar contrato com fornecedor principal,02-11
642,mês 03/26,SC,Concentração de fornecedor,1924.3,2371.6,Em atenção,Crítico,,Contratar analista sênior pra área,08-09
643,May/2026,mkt digital,Custo por lead,1539.3,1636.1,em analise,BAIXO,cliente já sinalizou insatisfação sobre isso,Propor revisão do escopo do projeto,07/2026
644,31/03/2026,Comercial,Ticket médio,1335.4,977.1,verde,medio,auditoria externa questionou na última visita,Alinhar leitura com par de outra área,24/08/2026
645,2026-04-23,TI,MTTR,4283.4,3238.1,Amarelo,,auditoria externa questionou na última visita,Alinhar leitura com par de outra área,27-08
646,2026-05-05,RH,Tempo médio de contratação,667.5,739.0,Vermelho,,auditoria externa questionou na última visita,Investir em capacitação da equipe,08/2026
647,Jul/2026,Suprimentos,Redução de custo,828.0,1066.6,VERMELHO,Crítico,compromisso assumido pela diretoria em Q3,Propor plano de recuperação de 90 dias,Q06 26
648,19/05/2026,comercial,Ticket médio,3626.0,3752.7,crítico,Médio,,Propor plano de recuperação de 90 dias,30/10/2026
649,mês 07/26,T.I.,MTTR,1944.8,1683.3,OK,,envolve 3 áreas — precisa dono claro,Contratar analista sênior pra área,29-08
650,2026-03-31,T.I.,MTTR,2694.6,3435.6,VERMELHO,BAIXO,pode virar oportunidade se estruturado,Renegociar contrato com fornecedor principal,Q06 26
651,2026-01-24,Fin,Margem operacional,619.6,767.6,Verde,Alto,compromisso assumido pela diretoria em Q3,Contratar analista sênior pra área,10/2026
652,28/01/2026,Fin,EBITDA,79.2,101.3,Amarelo,,diretoria quer entender causa raiz,Propor plano de recuperação de 90 dias,10/2026
653,mês 02/26,T.I.,Cobertura de backup,4470.6,3330.8,OK,,compromisso assumido pela diretoria em Q3,Alinhar leitura com par de outra área,
654,mês 03/26,Marketing,Alcance orgânico,1596.6,1714.5,em analise,,cliente já sinalizou insatisfação sobre isso,Reunião com fornecedor de contratações,27/08/2026
655,2026-05-08,comercial,CAC,3448.0,3092.3,verde,Médio,aguardando definição de budget,Investir em capacitação da equipe,08/2026
656,14/02/2026,RH,Cobertura de treinamento,1431.8,1288.0,ok,Baixo,área quer discutir a meta em revisão,Renegociar contrato com fornecedor principal,
657,mês 04/26,Vendas,Ticket médio,1946.9,1501.2,Em análise,BAIXO,envolve 3 áreas — precisa dono claro,Investir em capacitação da equipe,02-10
658,2026-02-20,Ops,Taxa de entrega no prazo,4731.7,4099.1,Vermelho,,compromisso assumido pela diretoria em Q3,Preparar defesa da meta pro comitê,
659,mês 06/26,IT,Índice de vulnerabilidades,963.7,680.1,verde,,diretoria quer entender causa raiz,Revisar processo de aprovação com RH,Q10 26
660,06/02/2026,Compras,Ruptura de estoque,467.9,381.6,atenção,medio,pode virar oportunidade se estruturado,Trazer dado externo pra benchmark,09/2026
661,2026-02-20,Controladoria/Fin,Despesa administrativa,4998.2,5595.1,ok,Baixo,regulatório pode mudar em Q4,Propor plano de recuperação de 90 dias,
662,2026-06-24,Finance,Fluxo de caixa mensal,1946.3,2168.3,atenção,,diretoria quer entender causa raiz,Alinhar leitura com par de outra área,20-09
663,11/03/2026,Ops,OEE,2765.6,2118.4,Em análise,,,Reunião com fornecedor de sistema,13/10/2026
664,13/02/2026,Operacional,Tempo médio de setup,4168.1,4052.3,atenção,Crítico,melhorou nos últimos 2 meses,Preparar defesa da meta pro comitê,23-08
665,2026-06-30,Op,Produtividade por linha,4273.9,4359.3,Crítico,crít.,auditoria externa questionou na última visita,Preparar defesa da meta pro comitê,
666,Mar/2026,TI,Tempo de recuperação,3476.8,4515.5,em analise,Alto,melhorou nos últimos 2 meses,Renegociar contrato com fornecedor principal,
667,27/03/2026,operacoes,OEE,2193.6,2521.4,Crítico,ALTO,depende de decisão da matriz,Definir donos por indicador,
668,Mar/2026,Controladoria/Fin,DSO (dias),336.0,335.9,crítico,Alto,gerente anterior deixou sem tratamento,Preparar defesa da meta pro comitê,27/08/2026
669,31/03/2026,Tecnologia da Informação,,1479.2,1146.0,verde,Médio,gerente anterior deixou sem tratamento,,
670,16/06/2026,r.h.,Absenteísmo,2442.8,1955.5,ok,crít.,conselho pediu detalhe na reunião de novembro,Contratar analista sênior pra área,Q10 26
671,May/2026,Comercial,Taxa de conversão,177.8,132.1,em analise,ALTO,compromisso assumido pela diretoria em Q3,Contratar analista sênior pra área,09/2026
672,mês 04/26,Controladoria/Fin,Margem operacional,2235.7,2497.9,Verde,medio,impacto direto no P&L do próximo trimestre,Preparar defesa da meta pro comitê,08/2026
673,mês 06/26,FIN,EBITDA,4733.1,4098.9,em analise,Crítico,vinculado a projeto estratégico em curso,Escalar pro comitê de Operações,09/2026
674,mês 04/26,FIN,DSO (dias),3121.3,2622.6,atenção,Baixo,cliente já sinalizou insatisfação sobre isso,Rodar piloto de 30 dias em 1 filial,
675,mês 04/26,Mkt,CAC digital,357.7,322.8,em analise,,métrica não normalizada — comparação difícil,Escalar pro comitê de TI,06/2026
676,2026-02-25,Com,Volume de vendas,1613.6,1618.9,Verde,,cliente já sinalizou insatisfação sobre isso,Preparar defesa da meta pro comitê,
677,2026-05-02,Com,Churn,3280.5,3290.6,Em atenção,ALTO,gerente anterior deixou sem tratamento,Alinhar meta trimestral com direção,Q07 26
678,10/04/2026,Op,Índice de retrabalho,1269.1,1398.5,Vermelho,ALTO,concorrência opera com número melhor,Rodar piloto de 30 dias em 1 filial,Q07 26
679,Apr/2026,,Ruptura de estoque,3752.7,3311.7,OK,BAIXO,melhorou nos últimos 2 meses,Trazer dado externo pra benchmark,11/2026
680,mês 02/26,operacoes,Refugo (%),2151.7,2454.7,AMARELO,,conselho pediu detalhe na reunião de novembro,Reunião com fornecedor de orçamento,24-09
681,27/05/2026,Marketing,Alcance orgânico,3109.6,3469.0,Alerta,BAIXO,vinculado a projeto estratégico em curso,Reunião com fornecedor de orçamento,
682,Jun/2026,Gestão de Pessoas,Absenteísmo,1885.6,1906.2,ok,Alto,envolve 3 áreas — precisa dono claro,Investir em capacitação da equipe,Q06 26
683,2026-04-20,RH,Cobertura de treinamento,284.9,250.3,atenção,Médio,vinculado a projeto estratégico em curso,Trazer dado externo pra benchmark,
684,2026-05-18,Finance,Margem operacional,2041.9,1913.1,VERMELHO,BAIXO,vinculado a projeto estratégico em curso,Automatizar coleta do dado,22/09/2026
685,Jan/2026,Comercial,Churn,209.1,242.2,Em análise,Alto,diretoria quer entender causa raiz,,12-11
686,2026-03-11,r.h.,,275.4,268.2,VERMELHO,Crítico,depende de decisão da matriz,Alinhar meta trimestral com direção,15-09
687,Feb/2026,T.I.,MTTR,1096.2,1342.7,ok,Médio,aguardando definição de budget,,
688,mês 05/26,Fin,Despesa administrativa,2101.1,2358.2,AMARELO,ALTO,,Reunião com fornecedor de sistema,
689,09/02/2026,operacoes,Produtividade por linha,1427.2,1661.8,Em atenção,ALTO,envolve 3 áreas — precisa dono claro,Rodar piloto de 30 dias em 1 filial,19-07
690,mês 02/26,Compras,Redução de custo,3703.3,4732.5,OK,Crítico,envolve 3 áreas — precisa dono claro,Contratar analista sênior pra área,06/2026
691,Jan/2026,operações,,4900.1,3486.2,Em atenção,BAIXO,pode virar oportunidade se estruturado,Propor revisão do escopo do projeto,05/07/2026
692,Feb/2026,Comercial,Volume de vendas,2412.1,2507.5,atenção,crít.,concorrência opera com número melhor,,Q06 26
693,Jan/2026,Op,Tempo médio de setup,1537.9,1293.7,verde,Crítico,meta pode estar defasada em relação ao mercado,Trazer dado externo pra benchmark,10/2026
694,mês 02/26,Financeiro,Margem operacional,3852.3,4232.0,Crítico,crít.,sinal fraco de reversão desde a última medição,Alinhar meta trimestral com direção,05/09/2026
695,2026-05-24,MKT,Alcance orgânico,591.8,539.5,Amarelo,,cliente já sinalizou insatisfação sobre isso,Alinhar meta trimestral com direção,03-11
696,Feb/2026,r.h.,Cobertura de treinamento,4600.0,3715.4,Crítico,BAIXO,auditoria externa questionou na última visita,,
697,2026-06-17,Comercial,Taxa de conversão,2292.3,2735.9,Alerta,BAIXO,concorrência opera com número melhor,Revisar processo de aprovação com Financeiro,06-09
698,10/02/2026,Gestão de Pessoas,Turnover,2301.4,2188.6,em analise,ALTO,sinal fraco de reversão desde a última medição,Revisar processo de aprovação com Operações,Q06 26
699,Apr/2026,Fin,Fluxo de caixa mensal,3187.6,2454.8,atenção,medio,melhorou nos últimos 2 meses,Revisar processo de aprovação com Operações,10/2026
700,mês 02/26,rh/pessoas,Índice de acidentes,420.4,318.7,em analise,crít.,envolve 3 áreas — precisa dono claro,Reunião com fornecedor de auditoria,19-10
701,May/2026,Operações,Tempo médio de setup,1167.0,1053.2,Alerta,BAIXO,gerente anterior deixou sem tratamento,Contratar analista sênior pra área,25/06/2026
702,mês 05/26,Marketing,CAC digital,1613.3,1594.1,Alerta,Médio,compromisso assumido pela diretoria em Q3,,Q09 26
703,Apr/2026,Marketing,Leads qualificados,2599.4,2423.3,em analise,medio,auditoria externa questionou na última visita,Rodar piloto de 30 dias em 1 filial,Q10 26
704,05/03/2026,financeiro,Fluxo de caixa mensal,489.0,490.0,ok,,envolve 3 áreas — precisa dono claro,,Q09 26
705,mês 07/26,Operacional,Taxa de entrega no prazo,4345.5,3552.0,atenção,crít.,risco de exposição em relatório trimestral,Reunião com fornecedor de contratos,22-10
706,Jul/2026,Financeiro,Despesa administrativa,4948.6,5551.7,Alerta,,depende de decisão da matriz,Redefinir cadência de análise,22-08
707,Jul/2026,RH,Aderência ao plano de desenvolvimento,2533.5,3255.2,Crítico,Médio,pode virar oportunidade se estruturado,,
708,04/04/2026,Recursos Humanos,Tempo médio de contratação,1895.6,1648.3,Crítico,,,Automatizar coleta do dado,05-08
709,2026-07-16,Pessoas,Índice de acidentes,1315.1,1606.3,Alerta,Médio,,Escalar pro comitê de Financeiro,31/08/2026
710,Jun/2026,Op,Tempo médio de setup,4312.8,5181.8,VERMELHO,Médio,auditoria vai voltar em 45 dias,,26-08
711,Jun/2026,IT,Chamados abertos,2214.1,2067.8,verde,medio,meta pode estar defasada em relação ao mercado,Investir em capacitação da equipe,23-10
712,May/2026,MKT,Engajamento social,2556.8,3257.1,atenção,,depende de decisão da matriz,Rodar piloto de 30 dias em 1 filial,Q08 26
713,2026-05-30,Pessoas,Turnover,1327.5,1335.4,crítico,medio,cliente já sinalizou insatisfação sobre isso,Propor plano de recuperação de 90 dias,26/06/2026
714,10/03/2026,Operações,Taxa de entrega no prazo,641.5,804.9,em analise,,,Alinhar leitura com par de outra área,
715,Jan/2026,Gestão de Pessoas,Turnover,83.8,80.0,VERMELHO,,envolve 3 áreas — precisa dono claro,Automatizar coleta do dado,25-07
716,2026-01-27,SC,Prazo médio de entrega,2874.0,2407.4,atenção,ALTO,compromisso assumido pela diretoria em Q3,Reunião com fornecedor de contratações,
717,16/06/2026,OPS,OEE,1875.6,1393.6,OK,Médio,auditoria externa questionou na última visita,Redefinir cadência de análise,19/09/2026
718,2026-02-12,Vendas/Com,Novos clientes,1560.3,1193.1,Alerta,,depende de decisão da matriz,Renegociar contrato com fornecedor principal,03/10/2026
719,01/02/2026,ti,Uptime crítico,2178.2,2379.6,VERMELHO,ALTO,aparece nas últimas 3 reuniões de comitê,Propor revisão do escopo do projeto,
720,2026-06-06,Operações,Refugo (%),2691.9,3489.4,Verde,ALTO,métrica não normalizada — comparação difícil,Contratar analista sênior pra área,
721,18/02/2026,comercial,CAC,1042.6,1219.3,Verde,BAIXO,gerente anterior deixou sem tratamento,Reunião com fornecedor de dashboard,01-08
722,mês 07/26,MKT,Custo por lead,1190.7,1385.6,ok,,auditoria vai voltar em 45 dias,Alinhar leitura com par de outra área,02-08
723,mês 01/26,Suprimentos,Redução de custo,3423.6,2677.7,Verde,medio,cliente já sinalizou insatisfação sobre isso,Preparar defesa da meta pro comitê,06/2026
724,11/04/2026,Compras,Prazo médio de entrega,1118.5,1114.3,OK,BAIXO,auditoria vai voltar em 45 dias,Alinhar meta trimestral com direção,20-10
725,2026-06-14,Vendas,Pipeline qualificado,3107.7,3845.5,em analise,Médio,meta pode estar defasada em relação ao mercado,Preparar defesa da meta pro comitê,09/2026
726,2026-02-03,Recursos Humanos,eNPS,953.0,1094.4,Alerta,crít.,regulatório pode mudar em Q4,Investir em capacitação da equipe,Q06 26
727,2026-05-05,Com,Volume de vendas,2841.1,3371.4,atenção,crít.,pode virar oportunidade se estruturado,Revisar processo de aprovação com RH,Q07 26
728,2026-05-17,MKT,Leads qualificados,2496.0,1782.8,Em análise,Crítico,meta pode estar defasada em relação ao mercado,Escalar pro comitê de Comercial,09/2026
729,mês 02/26,Pessoas,Índice de acidentes,4680.8,3782.6,Em atenção,crít.,compromisso assumido pela diretoria em Q3,Revisar processo de aprovação com TI,10/2026
730,2026-05-31,Tecnologia,Tempo de recuperação,3185.6,4090.1,Alerta,Médio,sinal fraco de reversão desde a última medição,Revisar processo de aprovação com Suprimentos,
731,2026-03-04,Suprimentos,,741.1,943.8,Verde,ALTO,métrica não normalizada — comparação difícil,Reunião com fornecedor de BI,08/2026
732,mês 04/26,MKT,,4484.1,5496.1,Verde,,compromisso assumido pela diretoria em Q3,,Q09 26
733,mês 07/26,Gestão de Pessoas,Turnover,2182.3,1961.7,Crítico,,aguardando definição de budget,Redefinir cadência de análise,10/2026
734,Apr/2026,COM,Churn,1811.6,1837.0,OK,Baixo,vinculado a projeto estratégico em curso,Propor revisão do escopo do projeto,Q10 26
735,Feb/2026,MKT,ROI campanhas,4160.6,3941.6,VERMELHO,medio,gerente anterior deixou sem tratamento,Alinhar leitura com par de outra área,11/2026
